,text,label
2278,Agar Hindu hit ki bat karte ho to aise aise babao par karrwayi Karo Jo chhoti bachhiyo se rape karte ha,0
2279,iska rape to dekhna hai,0
2280,Kapil mishra tumhari party ki aukat dikha chuke.....kumar vishwas bhi saap saabit ho chuke h....kejriwal p aarop abhi hate nhi h.....sisodia ji delhi ki arthvyavastha sambhali nhi ja rhe desh mein kapil delhi bhi aata...tum bhi aaj apne aukat apne baat se zahir kar diye..anti pm https://twitter.com/msisodia/status/955485455662964739 …,0
2281,"sahi hi toh boli hain, rape ke bina koi aaj netri-abhinetri thodahin banati hain koi...eis mamale me pahale ki sarkare toh nikkami thi hi, aaj ki sarkaren bhi nitthli hi hain...kya hoga eis desh ka..kaun rokega eis jaghnya aparadh ko ?",0
2282,"sai hai , ye kehri ban rape jaise aagey to sarkaar ne choot de Rakhi",0
2284,duniya main koi sabse jayda achi kaum hai woh hai Sikh kaum. main tahe dil se sabhi sikh bahi baheno ka shukriya ada kerte hoon ki jab suar ki aulad muslim mughal hindu/sikh behno ka rape ker rahe the tab maharaja Ranjit Singh ne sabki jaan bachayi thi. I am an Indian and loves,0
2285,Personally ye hai ki ham jis kamre me rahte hain mera room partner jha ji (brahaman) hai aur pichhle 9 saal se saath me rahte hain ek hi bartan me khate hain. #Par aapko rohingya se nafrat kyon hai ?,0
2288,Ravish ji itni hate speech kyon modi ke bare m https://twitter.com/SirRavishKumar/status/955454883636719616 …,0
2289,Bhai fir bhi jeet Pandawo Ki hi Hui thi pta hai kyo kyonki Shree Krishan Ji Dharm Ke paksh me khade the puri Mahabharat me sirf aur sirf Surdarshan Chakr Ki dikha tha Maharaj Barbarik Ji KO Jo kalyug me Shyam Ke naam Se Jane hate hai Khatu me unka Mandir hai jai shree Shyam. https://twitter.com/ShyamTi86359681/status/955483082877841408 …,0
2290,aajkal kuch kutey keh rahay hain buchon ko jinci taaleem de jaey woh beghairat yeh demand karein k zalmon ko sharai sazain de jain arab main kion jinci taleem de jati? kya wahan kids se rape k cases hotey hain ?,0
2291,agar piche hate to bewafa...!!,0
2296,Socha tha @KatrinaKaif_ sath degi par guilt hai isme. Help me help rape victims. https://twitter.com/ANI/status/955472446081056768 …,0
2298,Itna bada comment rape ke against hi likh dete chutiye,0
2301,Pure punjab me is waqt rape case sab se zyada he showbaz sirf metro commisions k peeche laga hua he law and order ka pata hi nai drame baz ko,0
2303,Tere Ko pyar toh nahi ho gaya usse love hate wala,0
2305,Rape kya plastic polythin hai kya boldiya ban to abse rape band kya yaar kon likhta ye sab,0
2306,tune kya kiya rape victims ke liye,0
2310,"Aaplog sun se garmi mat lena kyunki hinduo k devta hai surya, are mil Jul k raho, upadesh rana jaise logo ko aaj isliye itna hate speech dena pad raha hai kyunki Islamic rulers ne hinduo pr bahut atyachar kiya hai, ye sirf reaction hai us terrorism ka Jo Islam k naam pr faila hai",0
2311,"Kisko jyada prefer karne wali baat nahi saaf saaf dikhta hai He's die hard hater of SRK, Maine to koi Varuniac ko dekha nahi aisa andha hate karta ho kisiko, like kya sirf looks aur wo log ki soch to pata hai na jo jyada hit wo hamara fav aadhe to us wajah se like karte hai",0
2314,Aap jaisi ladies sare world mai faila hua Islamic terrorism ko khatm kar shakta hai. Dekhte hai Pakistan mai sachche musalman kitne hai aur kaun aapke sath aata hai.,0
2315,"Kashyap madam ji kisi ko goli marane se pahle pucha jata hai ki goli lagi kya, rape hone se pahle kya pucha jata hai ki rape hua kya.",0
2317,Don't hate them Kabi kabi Khush b karte h ye,0
2318,Bhai ham to gareeb hain burari gaon ke Bhole ke bikhari ham to apne bholenath ke saamne haath faelate hain tum piddio jaise bar waali videshan aur sukanya ka rape karne waale pappu ke saamne nhi,0
2323,JAB MULAYAM MAYAWATI ke izzat lutwa rha tha to ek akele Sanghi ne lathi ke dum pe Mayawati ki izzat bachai aur baad me Mayawati ne sareaam usko Rakhi bandhi ye fact hai pta kar lena aapke Pappu ke tarah Sukanya ka rape nhi kiya,0
2329,Baramha ne apni putri saraswati se kyo rape koya tha,0
2330,ya to ek kanoon bane ki rape karne wale ka private part hi gayab kr do banao aisa kanoon to janta jane ki kis party me dam h,0
2333,Arakshan hate to umeed jage ise hume nhi banana,0
2334,kabhi na bandho nadan parindo ko..akhir Ho ud he hate hai,0
2337,Tera Haryana me rape nhi hua kya abhi tak?,0
2340,agar koi solon tak acche kaam kare aur last me kisi ladki ka rape kare to uske bure karmo ko bhula dena chahiye. kya yahi sikhati ti humari sanskruti?,0
2341,That’s my opinion don’t hate me,0
2346,So Padmavat dikhane se rape bandh ho jaega!,0
2347,Haa yaar wahi hogi!Pehle meko laga joke hai fir dusra hate msg aagaya,0
2348,Modiji.  Kab tak rape hota rahega india mai .. kab vikas aaegA.  Aadhar toh ban gaya. Ab kya chahte ho. Kuch toh karo pic.twitter.com/XMSPK9dQWO,0
2349,Kahi aapko koi Hindu terrorism failane wala na khde ... pic.twitter.com/34gf6xkdhK,0
2350,Love hate ke baarein mein tu hi baat kar rahi hai...,0
2351,Vaise tum @ShirleySetia mam ke haters ko hate continue karne ko kyun keh rhi ho. Inhe to koi haq hi nhi hai Shirley mam ko kuchh bolne ka. Agar mere bas mein hota to main Shirley mam ko hate karne waalon ka social network se naam aur nishaan hi mita deta.,0
2353,Aap sahi hai I know that's but salman Say his interview in Aap ke Adalat with @RajatSharmaLive jo log ye kahte hai mere liye kya kiya  wo salman bhai ke looser category m jate hai To salman bhai ye kaise kar sakte hai jab ki wo khud hate karte aise logo se,0
2354,Ab tak 65000 hazar civilian terrorism ka shikar ho gye hain kiya civilians ki koi aukat nhe aher kon responsible hai,0
2355,hate kr ke dekhao ma nasan v pan deniyan ;p aho https://twitter.com/lemeSaad/status/955389677837733888 …,0
2357,Vishal bhai ab to hate story 4 ka poster dikhao https://twitter.com/ivishalpandya/status/954228509190205440 …,0
2359,fazool mei SRK ke liye aur hate badh jaayega bc.,0
2363,"Naa ji, Vo bhi hate karogi",0
2366,Beta rape ki baat mat kar. Jub Sheela Rani Delhi Ko loot Rahi thi tub wahan bohot rape hue the. Humari party fas Sakti hai..,0
2368,nai fokat ka hate nai chahiye SRK ke liye.,0
2369,Thank God mulle tera rape nahi hua bol bhi le mulle Jai shree ram,0
2377,Phir chae wo ander se hate kre,0
2379,Nawaz sharif ko btao k punjab police theek krle... taaake chotu gang se muqabla krske... take 300 pornographic videos na bne taaake 11 rape aaik shehar mae aik saal. Mae na hooo... take 2200 rape pore punjab mae aik saaal mae na hoo,0
2381,Agr cong HQ mein rape hua toh pappu k chamche jisse rape hua us bechari ko bhul jayenge aur is point pr sibal ko bhejenge ki proof ko null n void karwane ki koshish karo coz chupkr banaya gya tha...,0
2383,Bibi Pakistan kya sirf Bomb banane ke liye or Bakriyo ko rape karne ke liye banaya tha?? 2 Nation theory bhool gayi aap?,0
2384,Baajirao mastani was a diff film and that movie was based on their love story..Aur ek film ko aap log itnaa seriously le rahein hain..Jo itne rape cases aur auraton ke saath jo dush karam hotey hain uske liye toh aap log koi morcha nahin nikalate??,0
2385,"Tumhara rape kab hua tha Kiran jii, aur kitne saalo ho raha hai, apko report karwana chahiye, be brave. Aage Bado inspiration bano.",0
2390,Haryana mein rape cases ho rahe hai uske against tune aaj tk kuch nahi kiya hoga aur yahan tu apni marwa raha hai!,0
2391,Bhai isko malum hai ki iski maa bhahen ki ashram mein ijjat kheli ja rahi hai per Kya Kare inke waha rape ki prashad bolte hai,0
2394,Bahut hua yarr women k samman ki bat karne Vale itihas ki bad me bate Karo present me kitne rape hote hai tab kaha so jate hoo... Non sense,0
2395,He's good yaar. Pata nhi bechare ko kyun hate aati hai.,0
2397,"Jo veerangana nahin raheee uskein liyeh johar karna chhatein ho aur ji veer aurtein rape ho rahee hain, co zinda gain unkey liyeh kuch karro https://twitter.com/hindinews18/status/955301253252136960 …",0
2398,arre waah !! Osama bin laden k aulaad aaj terrorism pe gyaan pel rhe hai..,0
2400,bubarak ho - izzat dhak li - abhi unki izzat bhi bacha lo jinka har do din me rape ho raha hai - #Hypocrites #Padmavati #Padmavaat,0
2401,"par fir bhi har din rape hota hai! har din bharat ke kisi na kisi kone me koi khilji hai jo kisi padmini pe aankh lagae hue hai, uss ke lie koi protest kyu nahi karta? tab koi khilji ko saja sunane ki maang kyu nahi karta?! #padmaavat",0
2404,vartman ko bachana utna hi zaroori hai jitna ki itihas ko...to fir kyu koi sawal nahi karta jab har saal sekdo auraton ko jauhar karna padta hai(khud ko rape se bachane ke lie aaj bhi sekdo auraten suicide karti hai)? #padmaavat,0
2407,kisika fan hona matlb dusre ko hate karna kab se ho gaya,0
2408,R e bhaijan puri dyniya janta hei ki Pakistan ka har ek moholla terrorist hub hei. Is baat ko leke kaheka jhagra? Pakistan to hua hi tha terrorism ke liye. Aj yahan Saraswati puja hei. Hume puja karne do.,0
2415,Karani Sena ko rupiya chahiye de de Sanjay Leela.. Mamla pura Ho jayega e log jab ladkio pe rape hota hai tab kaha so jate hai....,0
2418,Am going to watch #Padmavaat...no matter wat my love fore deepika n ranveer and my #RESPECT for #ranipadmini will never end...@KarniSenaDelhi desh ki bahu betiyon me izzat ke liye lado... Bharat bandh tab karo jab desh me kisi ladki ka shoshan ho..rape ho...,0
2419,Hume aapse deshbhagti ka certificate ni chahiye. Aap haryana mai honrhe rape pe bhi kuch bolo. Ya apni naakami chhupane k liye iss film ka sahara le rhe ho. #khattaraSarkaarKeMantri,0
2423,Tumari koi apni ladki hai jab uska rape hoga tab mai kaunga ki rape toh salo se ho rahe hai you darty women,0
2429,Yhan bat hate ki horhi hai.,0
2430,"Aarz kiya hai, station peh gaadi aksar late hoti hai, station peh gaadi aksar late hoti hai; jisse love hota hai, ussi se hate hoti hai!  Mera rudy #Ishqbaaaz",0
2431,>Apny bachon k sth rape kar k unko maar k kisi koodday men nhi phenktay.,0
2434,Naaaa hate chai,0
2436,rape ke liye koi bjp ya congress jimewaar nhi h..eske liye pura samaj jimmewar hai,0
2438,"apka i hate you qubool hai 3baar qubool hai,hamesha ke liye qubool hai.",0
2439,Aisa na I lovee youu! & u cant hate me mujhe pata hai,0
2442,Pehlay Aap inhein rape & murder say tou bacha lein.,0
2446,"aap do loogo ki 10 din purani conversation ko stalk kr k apnay hate comments leave kar rahi hain , meiney aap ki conversation me jaa k nahi likha , aur na hee koi mean baat kahi",0
2447,Desh me tum bhi hu khud bhi kuch karo— 2014 ke pehle  tak kitne rape huwe hai,0
2451,Lekin bachho se rape normal ghatna nahi hai bachho se rape par phansi ki saja ho Aisa kanun bane,0
2452,Everybody ignores such brutal rape cases.,0
2454,Ye Hai BJP walo ki akal. Koi isko puccho iski khud ki beti Ka rape hoga tab bhi yahi bayan degi kya? https://twitter.com/News18India/status/955094106442575872 …,0
2456,Jali ko aag kehte hai buji ko rakh kehte hai jo apni maa bhahen ka rape Kare Aur rape karway use bhagwi hindutva kehte hai,0
2457,news channel mein pata Raha hai us suvar ne apni bhahen pooja ka rape kiya hai ek aur jhoot akhir zahil gatar chap Kari Kya sakta hai,0
2458,Tere bhagwi baap ki maa ka rape konse baba ne Kara,0
2461,"Betiyoon ka rape ho Raha hai Lekin AAP toh Apne aish aaram me mast hai...Desh Ko Bewakoofiyaan banate  banate Abhi Maan nahin bhara kya saheb..2G nahin hua ,Adarsh nahin hua, Mopalwar free, axis bank free, and PM saheb on world tour..Desh sharminda hai ki aapko Suna aur chuna",0
2462,Ek movie ne logo ko gyan gyani bana diya.  Haryana me rape horahe hai kabhi uske liye b lecture dedijiye ya beti bheno ke liye guru gyan khatam hogua apke pass,0
2463,Sanbhu Fir bhikari ban gaya Aur usko crore pati banewale bhi bhikari ban gay Kyu har ghar mein sanbhu balatakari apni bhahen ka rape Kar Raha hai,0
2465,Kya huva apni bhahen ka rape Kar Raha hai Kya sanbhu ki taraha,0
2467,Rape karwa Jake apni amma ka are mein bol Kyu Raha hu Vo Pehle se hi rape pirit hai,0
2468,Hindustan ke tamam log chahte h ke jis trah se auraton ke upar crime bhadr rha h gang rape ke waqia ho rha iske liye central govt wali modi sarkar 1 strong law bnaye,0
2469,sab k dil ki baat aisi he hai! koi working Saturdays sey pyar nahi kerta! we hate them,0
2470,ladki rape karne k liye bani hai?,0
2473,3 days 5 rape in Haryana...,0
2475,Alhumdulillah we love khan or ha 40 saal say jo log parliament kay sath rape ker rahey hai uska bhe jawab dai do pehlay.,0
2477,9th Feb ko aisa rape hoga mu dhikane layak nai rahega tu,0
2478,Dear @gulenaghmakhan main aapki bahut badi fan hu kyonki aapne mujhe aarshi aur mere #rikara jaise itni intense jodi di but still now i hate you kyonki aapne mere rikara ko mujhse 6in liya ab se main aapki fan nahi hun.,0
2480,naah hate word galat hai me hate nahi karti inko but trust me mujhe acche se pta tha koi na koi shilpa ka fan mujhe bolega but aapko bta du ye bahut funny way me bola hai but jo shilpa ke fans nd PR hina ke liye show ke baad bhi bakwaas kar rahe hai na uska kya,0
2481,"Rape and woman persecution ke khilaf awaz toh uthate hi hai iska matlab yeh nahi Kisi aur ke khilaf awaz na uthae, waise bata du film ka virodh bhi rapist aur woman's kidnaper khilji ke wajah se hi hai.",0
2483,I really hate when girls call me bhai,0
2485,I also hate shikas...,0
2486,Lagao jhute shivraj mai i hate mama,0
2487,Bhrasht Media ne lakho logon ka mansik rape kiya Jo shareerik rape se jara bhi kam nahi hai.#BogusCaseOnBapuji,0
2488,Kitni jali hui ho shilpa ko kitna hate karti ho ki apne maase bhi pyaar karna bhul gayee  nashukree kahi ki,0
2489,Sir aap kam Acha krte ho but economy ko side Rakh kr dekhe toh roj news mein rape ki news hoti hai usko bhi consider kijiye,0
2492,.Armaan Ko Baarish me Bighne k baad Wala nahana Nahi Pasand ..Thts why he hate Rain.,0
2493,O madam @KirronKherBJP aapke ghar me ho rahe honge rape salon se free fund mein desh ko kyun badnam karti ho? Sharm ni ati? Maafi mango https://twitter.com/HindiNews18/status/955088919904665602 …,0
2494,Bhai I never hate any religion Baaki koi kuch bhi smjhe,0
2495,Abe chacha @AnupamPkher ye kya bol rahi hain aunty? Sikandar ko bhi rape karna sikhaya hai kya? Chi chi,0
2496,"Jo padmavat ka virodh kar rahe ha aise hi log apni bahan betiyo KO dikchit jaise baba ko saup dete rape karne ke liye,aise logo KO kya kahe",0
2498,Eisi bat nahi hei. Ek chij band ho jaye to rape lagbhag khatam ho jayege. Wah hei sharab ka bikna.,0
2499,thk hai iska rape kro phr hum bhi bolenge ki rape to hote rehte hn,0
2500,"Accha ji , kahaan hai wo anupam naam ka kutta jo bahut bhonka tha nirbhaya rape hone par ?",0
2502,"Oye Afghanistaniyo ki najaayez aulaad, apne prophet ki Randi Ayesha Ko puch uska rape kyu Kiya tha",0
2503,"Sir ji...rape 12 saal ki bacchi ka ho ya...28 saal ki ladki ka....Rape to rape hai....Or har rape ki ek hi sazaa honi chahiye....Vo hai ""Sare Aam Fasi ""....",0
2504,Tum toh Sur ko apna najayez baap manate ho Jo Roz tumaahri maa kaa rape karta hai taki tum paida ho sako,0
2505,"Khawajay, tum ko kyun itni mirch lag rahi hai? Tum sab nay parliment ki aj tak konsi izzat ki hai? Isko to rape he tum or tumharay jesay logo may kia hai or aj tum he iski izzat k rakhwalay ban rahay ho? Zyada bhasgan na do or Jao ja k prize bond nikelwao apnay",0
2507,Maine aapko ulta sidh nahi bola jaise aap bol rahe hain mai kyun meri jubaan gandi karu aisa bol kar aur jo log thodi si baat par ulta sidha bol sakte hain unke liye kaya padmavati aur kaya kisi rape ki hui bachi ki chinta,0
2509,"o chawal mullay..zabardast dance hai, u r v talented.. & dance karna gunah nahin..bachon ko rape karna gunah hai",0
2510,Air Jo rape ho rahe h kabhi us par bhi bolo,0
2511,Gomata ka rape karna wala Hindu nahi hai,0
2512,Bigg boss jitna imp nhi hai fans jitna imp hai nd vikas ne fans kamaye hai mataji ke fandom jaise nhi hai Jo apne hi fandom se ladte rahate haishame on you Shilpa fandom grow up.waise mataji plz yeh ladne wale logo ke liye live aa jao warna ek dusre ka murder karege yeh log,0
2514,Tu Randi Sirf sanbhu laal ki sister banke usse rape karwa sakti hai,0
2516,Ab hina fanz mere bhai ki fake id bnake ghum rhe i hate them,0
2517,Tum log apna dekho na yaha kyu aaye hum log apna enjoy kar rahe hai jo tumlog ko nahi aata tumahre mata ne sirf hate karna sikhaya hai na sad....,0
2520,Agar usi tarah rape ke liye kiya hota to aaj desh ke haalat kuch alag hote,0
2521,"Sabse bada dhokha to mere naam ka istemal hai. jiske bharose rajneet se juda, wo #gujarat khone ke dar se congress se seat baant liye. matlab jati kisi bhi desh ke liye terrorism se kam nhi. Demonetised notes ka channel, real estate, alcohol, fuel par gst nahi? Pads par hai ??!",0
2523,Bhai humane desh main terrorism ka ek Hi colour Hai.. Baaki saab public sentiments Hai..  #JaiHind #indiarising,0
2524,"Kya chutiyapa hai , fir kal peepli live wale mulla director ko kyu bari kar diya rape case me ??",0
2525,"Ye farzi hai, ye 15 lac jumla tha, #Achhedin gale ki Hadi hai, #GST main Congress ka hath hai, #demonitisation awara hai, #GDP down technical error hai,chai pokoda Vikas hai, Aug main bache marte hai, Haryana main rape fake hai.BC phir tum sab $&#&k mar rahe ho.",0
2527,"Koi bhi rape ho , Saja phasi hi honi Chahiye . https://twitter.com/cmohry/status/954706169100038144 …",0
2528,Yayyyyyy koi to aya hate my,0
2529,News dekhle pata chal jayega jiska rape hua woh mare bahen toh nhi thi but mujhe farq padta hain our ajj kya rozz dekh 10 case  mileage,0
2530,Aag tav kuo nhi lagta jab 10 years ki ladki ko rape hota hai???,0
2533,Great!!! Aap jaise  hi himmat  wali lady ki jarurat  hai jo film ke liye nahi apne hakk ke liye haryana  mein ho gang rape ho raha  hai in sab ke liye jauhar  Kare... Gov jarur aur hamre society sunega...,0
2534,Sir aap Haryana me ho rahe rape ton dekhe #haryana,0
2535,Ajay s/o ramdas vill and post nawar ka nibasi hai jisne ek 6 year ki ladki rape kiya hai aur us ladki ke parents bahut ghabraye huye hai ajay ke ghar bale dhamki de rahe hai case bapas lelo nhi to ham kisi ko nhi chhodenge so ham sab gav basi ka nivedan hai ki us papi ko kadi se,0
2537,Rabid is so old Buddha makeup se Buddha jawaan bantaa hai ab Buddha jawaan bachi alia ko bhi nahi chodega buddhe much toh buddape aur apne karnaame ke chalte bachi alia ko toh chod deta Jo bachi ko bhi fusla liya hate Buddha rk hate sonam jitni age ki gf shai thi na ki bachi alia,0
2538,Bilneka ek tarika hota hai kruti...  Aur hamesha ye hina fans ke hate n abusive replies ko RT karta hai what about that,0
2541,#KarniSena   khuch daand ke  kaam bhi  kar leya karo  desh me aaj bhi  nabalik ke sath rape hote hai waha jaya karo virood karne,0
2544,Ki jab rape yanee atyachar hota hey,0
2545,Is rape pidita ke sath poora desh hona chahiye aur mahila congress is me poorta sahyog kre aur use insaf dilaye,0
2547,See again...aap na apni hate nikalo uskey baad baat karengey....,0
2550,Muje shivika K love hate scenes chahiye balti bhar bhar K,0
2553,Waise bhi aap to Gobar bhakt ho dimag me bhi gobar hi bhara hai. To aap kya samjhoge terrorism ka matlab..,0
2554,Kahe kare hamara hate bahut mehnga hai.,0
2555,Jo bhale ghar mein cow amma ko khate ho per bhaher logo ko bolte ho hum to Bhai sakahaari hai,0
2556,Apki Ager 35 saal ki beti ke sath rape hota hai to aap kya karoge ap phasi ya sirf saja Rape kisi ke sath bhi ho or koei bhi kre ussse sirf or sirf Phasi hi milani chaiye,0
2557,Kya Teri amma ka rape karne roj baba Raat ko aate hai,0
2559,Jake Dekh Teri amma ko Kahi Mandir to nhi gai na warna koi baba rape karke ek aur dawload Kar dega,0
2562,Tune apni bhahen ka rape Kar Raha tha to Teri bhahen ka rape karne mein tere dosh bhi hoge,0
2563,Teri amma ka already baba ne rape Kar kiya hai,0
2564,Dekh tu kitni Jaldi bhage ga salo apni Behan ko chor do salo kabhi bhi daru pike apni bhahen ka rape karte ho kutto madarchod,0
2565,Respected PM Modi Ji Sabse pahele to crime horahe unko rokne k liye aise kanoon banaye k koi crime hi Na kare  rapiest ya gang rape  ko sidha phhasi ki saza ho koi bhi hamdardi Na ho,0
2566,Chal Ab tu bata Teri bhahen ko tune kitni baar rape kiya hai Aur kitno ke karwaya hai,0
2568,Teri amma se puch bhagwi Teri amma ka kitno ne rape kiya hai,0
2569,rape ki saja se kahin ladkiyon ka rape and murder na hone lage?????fatafat saza aur jail...zyada jarori hai...,0
2570,Mei secular hu ...mei kattar hindu nahi hu jo aankh mund kar muslim se hate karata ho,0
2571,Teri Sakal baba raam dev se milti hai Kahi usne to Teri amma ka rape nhi kiya hai,0
2575,Sanbhu laal ne apni bhahen pooja ka rape kiya tha Kahi Vo Tum to nhi,0
2576,Ise lagata Hai  . Is zagade me log Shilpa ko hate karenge ... Isiliye Baar Baar muh marane aati Hai... Shilpa sabase upar samaz le..,0
2577,Tumhare pidi bhaiya ne kya bola tha rape k baad Pata Hai na..aur abhi ek bhi rape india k kisi kone me ho jata Hai toh Kitta bolte ho modi ye Hai wo Hai. Jab acche se delhi ko secure ni kr paye tumhare aka in 65 saalon me toh kuchh toh compensate krne k liye krna parega na.,0
2578,Abe rape pirit aurat ke bacche haram khor kutte ke bille suvar,0
2579,Ja tu apni amma ko bacha Kahi uska rape to nhi ho Raha hai,0
2580,Rajestan police ke ye jankari di hai ki sanbhu suvar khud apni bhahen ka rape karta tha,0
2584,Prakash Raj pe patthar Nahi barsenge so he can speak up his mind  Khan surname ke Saath bolke dikhate wo Galati se famous hote bahut jayda to TRP ke liye log Us statement ka rape Kar dete https://twitter.com/PritishNandy/status/954597935777431552 …,0
2585,Talaq per kanoon badal sakta hai rape per nahi jayada jaroorat rape se bachane ki hai ya talaq se?,0
2586,Lakin pasand na hona aur hate karna ma farak hai,0
2588,Aap se dhyaan to hate pahle,0
2589,Yeh koi umar bhala hate ki,0
2591,Sir @mlkhattar  jee kya 12 saal sey upar walo ka rape rape nahi hota kya... fansi  ki saja sirf upto12 years kyu sab per rakho na..? Ab rape waley b adhar card per age dekh ker rape karengey kya...?,0
2593,Rajput ke khilaf post nhi hai ye galat soch ke khilaf hai jo supreme court ko nhi mane sena ko uksae ye desdrohi hai mgr sarkar khamosh hai. Agr krni sena ko fikar hai to rape hota hai uske insaaf ke lie aandolan kre naari ka samnan nhi ye apni takat dikhana chah rha hai,0
2596,La Bhai raid ko 15 aug ko dhang se rape hoga vimal sir ka,0
2600,All my close (Bhai) logs hate Deepika. Lekin mere liye seh lete hai,0
2603,"@cmohry sir beti to beti hoti hai ,uska umar se kya lena dena.aapko sabhi rape cases k liye ye nirnay lena chahiye .Jab marz ek hai to medicine bhi ek honi chaahiye.",0
2604,"Bhai chill marr....dance hi kiya hai  , rape nai.",0
2605,"Mantri ji,  kripa kar ke priority haryana mein ho rhe minor ladkiyon ke sath rape ko control laane mein karein na ki padmavat mein.",0
2606,Modi ji se phoocho 2014 se government job Mai joining kyoo nahi ho Rahi hai ....to Modi ji baag hate hai.,0
2607,Modi se phoocho demonetization se Desh ki 375000 cr ka nuksaan ho Gaya . To Modi ji bhaag hate hai.,0
2608,Modi se phoocho oil kaa rate sassta hona chahiye....Modi ji bhaag hate hai.,0
2609,Modi se phoocho kisaan bhooka mar Raha hai...Modi ji bhag hate hai.,0
2610,Modi se phoocho....Haryana jal Raha hai...Modi bhaag hate hai.,0
2611,Kitna apne maa baap ka naam duniya me dubayega ye pata nahi. Parwah hoti unki to ab tak baaz aa jata. Jise hate karta hai uske hi naam se attention leta hai. Isey apne maa baap ka naam aur kharab karna hai...jab tak puri tarah se unka naam nahi dubayega chain se nahi baithega,0
2612,"Vaise media walon ke bhi rape ke maamle saamne aate rahe hain, tumhari media society ko kisne ganda kiya hua hai uska bhi report nikalo",0
2613,aap lafzo Ki rani h mohotarma ..qalam aap Ki pehchaan aur aapke ishare s saare lafz sematt hate h aapki barghaa m ..aur...,0
2616,SC ko masooon ke saath rape karne walon ko mritudand dena chahiye.Iske liye kendra se Kanoon banane ka aagrah karna chahiye.,0
2617,Ye aur iska pati @sardesairajdeep  Gaaliya khaane ke liye hi tweet karte hai it seems. Jaise hi ye kuchh bolte Hain.saare log gaaliya dene lagte hain.But for bhi ye Kabhi introspection Nahi karte ki log hame itni hate kyu karte hain.i tell you.coz you are Cong stooge and traitor,0
2620,@NitishKumar @wscid @narendramodi @ bihar vijaipurthana police bauhat hi bada kand hone pe risvat le ke chut hai ek  ladki ki kidnap kar ke rape kar ke murder kar diya gya hai vijaipurthana  police mila hai Mukesh kumar bade babu jo 12 lakh rupya le ke case ko daba rha hai pic.twitter.com/JL1DkoqVDT,0
2623,Sar aap se hate jodkar nivedhan karta hu ki meri sister Ko Baramat karyor polic Ko karavay karane ke aadhsh d,0
2625,loot lo mujhe .....itnii behen hai....or ye nhi ki koi bhabi bhi lekr aaye...i hate  u all my dear behenoo,0
2626,Bht hate hai yaar in k dil mein or mujhy waja nhe pata,0
2627,Netanyahu is also against terrorism!He is saving his country !,0
2628,manda uns hate ai https://curiouscat.me/Xuxusemgosto ,0
2630,Kub tak ase hi ladkiya rape Ka sikhar Hoti rhya ge PM shab kub tak Jin choti choti ladkiyo k sath rape KR k oun ko mar Diya jata ha oun ki Kay galti thi ki vo ladki thi bus Jo rape krta ha oun ko 5 10 year ki saja Hoti h bad m oun ko chod Diya jata h had h Kuch to kro @PMOInda,0
2631,Tab tum sab khna thai jab ladkiyo ka rape ho rha tha,0
2632,@kashifkhalid27 @BhittaniKhannnn @HamidMirPAK Pichhle 15 din me kitne child rape ke case samne aaye hain Pigistan Porkistan me.Haramzado tumhari galti kam hai kyonki tumhare paedophile suar mohammad ne khud 6 saal ki bachchi ayesha se nikah kiya tha aur 9 saal ki umar me.,0
2636,"Twitter pe Hi karne ka natija,sirf haye hate karna rah jata hai. https://twitter.com/squintneon/status/954789887143636992 …",0
2637,bhaag i hate hina,0
2638,vikas hate hina,0
2639,vikas fans hate shilpa hina,0
2640,Bichare yaha jauhar aur protest krne se peeche to hate to vaha aayenge na,0
2641,Dhyan rkhan apna.. rape bahut ho rhe wahan,0
2642,Wo rape hogye dekhtein dekhtein,0
2643,Aor terrorism hum phela rahay?,0
2644,"Tujhe religion ko terrorism se aur rakptapaan se jodane ki jaroorat nahi hai, koi tera intejaar nahi kar raha hai; na hi tere approval/disapproval ki koi value hai.",0
2646,"Aurat sirf shakl o surat or jism ki waja sy khobsorat nai lagti waja kuch aur b ha wo ye k wo picha nai kerti, wo rape nai kerti, wo yaktarfa mohabat me qatal nai kerti....",0
2647,Haan aur 12 saal se upar wali ladkio ka rape karne pe aap rapists ko laddoo dena,0
2648,"Main kbhi terrorism ko religion se nhi jodta,",0
2649,Larkiyon kay rape may  https://twitter.com/Lala9_9/status/954808025222664192 …,0
2652,EK baar Pakistan zaror visit karna bro  . Lahore zaror visit karna . Political hate he hai hum payar karnay walay hai . #sharewithlove,0
2653,Agar tumhara payari bahan ko koi rape kare aur private place mein chaku markar khatam karde to tum ahinsa ki mukhota pahankar oose samjao ge ???,0
2654,"Are bato agar tumhara bahan ko koi rape karke murder karde to tum ahinsa ki raste pe chalkar oose payar se samjaoge , ki aur kisiko rape nakare ????",0
2657,To log ab 12 saal se kam ki rape Ni karenge . 12 saal se jyada ki karenge phasi se Bach jayenge. Agar rape ko rokna hi h to sbhi rapist ko phasi do . 12 saal se km aur jyada kya,0
2658,"Gul Bukhari sahiba sirf hate speech ki mahir hain, in ka bus nai chalta warna maryam ki bait kar lain. https://twitter.com/madeeha_naqvi/status/954792317415763968 …",0
